,S.No,actual,pred,alive,plod,Name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,Allegiances,Death Year,Book of Death,Death Chapter,Book Intro Chapter,Gender,Nobility,GoT,CoK,SoS,FfC,DwD
749,1801,1,0,0.47,0.53,wyman manderly,Lord of White Harbor,1,,239.0,,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66.0,0,0,1,0.35451505,1,Stark,,,,16.0,1,1,0,1,0,0,1
750,1802,0,1,0.917,0.083,yellow dick,,1,Westeros,,300.0,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0,None,300.0,5.0,46.0,12.0,1,0,0,0,0,0,1
751,1803,0,1,0.805,0.195,yoren,,0,Westeros,,299.0,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,0,0,0.267558528,0,Night's Watch,299.0,2.0,19.0,13.0,1,0,1,1,0,0,0
752,1804,1,1,0.9890000000000001,0.011000000000000001,watty,,0,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1,None,,,,39.0,1,0,0,0,1,0,0
753,1805,1,1,0.503,0.49700000000000005,skahaz mo kandaq,,0,Ghiscari,,,,,,House of Kandaq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.197324415,1,None,,,,2.0,1,1,0,0,0,0,1
754,1806,1,0,0.48100000000000004,0.519,wylis manderly,Ser,1,,252.0,,,,,House Manderly,,1,1,1,1,1,,,,,0,1,53.0,0,0,0,0.157190635,1,Stark,,,,55.0,1,1,1,1,0,1,0
755,1808,1,1,0.797,0.203,wylla manderly,,0,,284.0,,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21.0,0,0,0,0.070234114,1,Stark,,,,19.0,0,1,0,0,0,0,1
756,1810,0,1,0.774,0.226,wendel manderly,Ser,1,,254.0,299.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45.0,0,0,0,0.133779264,0,Stark,299.0,3.0,51.0,55.0,1,1,1,1,1,0,0
757,1813,0,0,0.07200000000000001,0.9279999999999999,shagwell,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.08361204,0,None,300.0,4.0,20.0,30.0,1,0,0,1,1,1,0
758,1814,0,1,0.57,0.43,rickard karstark,Karhold,1,Northmen,,299.0,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,1,0,0.23076923100000002,0,Stark,299.0,3.0,20.0,53.0,1,1,1,1,1,0,0
759,1815,0,1,0.797,0.203,senelle,,1,,,300.0,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.033444816,0,House Lannister,300.0,4.0,24.0,3.0,0,0,0,0,0,1,0
760,1817,1,1,0.611,0.389,reznak mo reznak,Seneschal,1,Ghiscari,,,,,,House of Reznak,,0,0,0,0,1,,,,,0,1,,0,0,0,0.080267559,1,None,,,,2.0,1,1,0,0,0,0,1
761,1818,1,1,0.973,0.027000000000000003,ronnet connington,Ser,1,,274.0,,,,,House Connington,,0,1,1,1,1,,,,,0,1,31.0,0,0,0,0.113712375,1,Baratheon,,,,22.0,1,1,0,1,0,1,1
762,1819,1,0,0.006999999999999999,0.993,tytos blackwood,Raventree Hall,1,,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.22073578600000002,1,Tully,,,,56.0,1,1,1,0,1,0,1
763,1820,0,1,0.96,0.04,syrio forel,,0,Braavosi,,298.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.12040133800000001,0,House Stark,298.0,1.0,50.0,22.0,1,0,1,0,0,0,0
764,1821,0,0,0.091,0.909,rodrik cassel,Ser,1,Northmen,,299.0,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,1,1,0.397993311,0,Stark,299.0,2.0,66.0,7.0,1,1,1,1,0,0,0
765,1822,0,1,0.662,0.33799999999999997,stevron frey,Ser,1,,233.0,299.0,,,,House Frey,Corenna Swann,1,1,1,1,1,,,,1.0,1,1,66.0,0,0,0,0.17391304300000002,0,Stark,299.0,2.0,35.0,59.0,1,1,1,1,0,0,0
766,1825,1,1,0.878,0.122,jon connington,Lord of Griffin's Roost,1,Stormlands,263.0,,,,,House Connington,,0,0,1,1,1,,,,,0,1,42.0,0,0,1,0.719063545,1,Targaryen,,,,5.0,1,1,0,0,0,0,1
767,1826,0,0,0.08,0.92,rorge,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.16722408,0,None,300.0,4.0,37.0,1.0,1,0,0,1,1,1,0
768,1829,1,0,0.08199999999999999,0.9179999999999999,petyr baelish,Master of coin,1,Valemen,268.0,,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0.0,1,1,37.0,5,1,1,1.0,1,None,,,,18.0,1,0,1,1,1,1,0
769,1830,0,0,0.08199999999999999,0.9179999999999999,viserys targaryen,Lord of the Seven Kingdoms,1,Valyrian,276.0,298.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,1,22.0,11,1,1,0.6220735789999999,0,House Targaryen,298.0,1.0,46.0,3.0,1,1,1,0,0,0,0
770,1831,1,0,0.465,0.535,varys,Master of Whisperers,1,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,1,0.899665552,1,Targaryen,,,,25.0,1,0,1,1,1,0,1
771,1832,1,0,0.03,0.97,stygg,,0,,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.036789298,1,House Greyjoy,,,,37.0,1,0,0,1,0,0,0
772,1833,1,1,0.731,0.26899999999999996,salladhor saan,Prince of the Narrow Sea,1,Lysene,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.18729097,1,Baratheon,,,,0.0,1,1,0,1,1,0,0
773,1834,1,0,0.254,0.746,victarion greyjoy,Lord Captain of the Iron Fleet,1,Ironborn,268.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,37.0,4,1,1,0.705685619,1,House Greyjoy,,,,24.0,1,1,0,1,0,1,1
774,1835,0,0,0.055999999999999994,0.9440000000000001,timeon,,1,Dornish,,300.0,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.056856187,0,None,300.0,4.0,20.0,21.0,1,0,0,0,1,1,0
775,1837,0,0,0.46299999999999997,0.537,shae,,0,,280.0,300.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.2909699,0,Lannister,300.0,3.0,77.0,62.0,0,0,1,1,1,0,0
776,1838,1,1,0.628,0.37200000000000005,spotted cat,,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.050167224,1,None,,,,11.0,1,0,0,0,0,0,1
777,1839,1,0,0.304,0.696,tormund,Ruddy Hall,1,Free Folk,,,,,,,,0,0,1,1,1,,,,,0,1,,0,0,0,0.214046823,1,Wildling,,,,7.0,1,1,0,0,1,0,1
778,1841,1,0,0.293,0.7070000000000001,tyrion lannister,Hand of the King,1,,273.0,,,,,House Lannister,Tysha,1,1,1,1,1,,,,1.0,1,1,32.0,12,1,1,1.0,1,Lannister,,,,4.0,1,1,1,1,1,0,1
779,1842,1,1,0.677,0.32299999999999995,josmyn peckledon,,1,,284.0,,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21.0,0,0,0,0.050167224,1,Lannister,,,,65.0,1,0,0,1,1,1,1
780,1846,0,1,0.855,0.145,torrhen karstark,,1,Northmen,,298.0,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,1,0,0.076923077,0,Stark,298.0,1.0,63.0,53.0,1,1,1,0,0,0,0
781,1847,1,0,0.225,0.775,three toes,,1,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1,None,,,,44.0,1,0,0,0,1,0,0
782,1848,0,1,0.512,0.488,ygritte,,1,Wildling,280.0,299.0,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.244147157,0,Wildling,299.0,3.0,55.0,51.0,0,0,0,1,1,0,0
783,1850,0,0,0.22,0.78,thoren smallwood,First Ranger,1,,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.086956522,0,Night's Watch,299.0,3.0,18.0,6.0,1,1,0,1,1,0,0
784,1851,1,1,0.722,0.278,rolph spicer,Ser,0,,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0,0,0.060200669000000005,1,Lannister,,,,14.0,1,1,0,0,1,0,0
785,1852,1,1,0.528,0.47200000000000003,selyse florent,LadyQueen,0,,,,,,,House Florent,Stannis Baratheon,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.397993311,1,Baratheon,,,,0.0,0,1,0,1,1,0,1
786,1854,0,0,0.045,0.955,sandor clegane,,1,,270.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,0,30.0,1,1,1,0.695652174,0,None,300.0,4.0,31.0,7.0,1,1,1,1,1,1,0
787,1855,0,1,0.682,0.318,ulf son of umar,,1,Vale mountain clans,,298.0,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.023411371,0,Lannister,298.0,1.0,62.0,56.0,1,0,1,0,0,0,0
788,1856,1,0,0.021,0.9790000000000001,urswyck,,1,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.030100334,1,None,,,,21.0,1,0,0,0,1,0,0
789,1857,1,1,0.6659999999999999,0.33399999999999996,clydas,,1,,240.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,65.0,0,0,0,0.063545151,1,Night's Watch,,,,41.0,1,0,1,0,1,1,1
790,1859,0,0,0.14800000000000002,0.852,kraznys mo nakloz,,1,Astapor,,299.0,,,,Good Masters,,0,0,1,0,1,,,,,0,0,,0,0,0,0.076923077,0,None,299.0,3.0,27.0,23.0,1,1,0,0,1,0,0
791,1860,0,1,0.843,0.157,dacey mormont,,0,Northmen,252.0,299.0,,,,House Mormont,,1,1,1,1,1,,,,,0,0,47.0,0,0,0,0.086956522,0,Stark,299.0,3.0,51.0,63.0,0,1,1,0,1,0,0
792,1861,1,1,0.684,0.316,jojen reed,,1,Crannogmen,286.0,,,,,House Reed,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.2909699,1,Stark,,,,21.0,1,1,0,1,1,0,1
793,1863,1,1,0.782,0.218,khorane sathmantes,,0,Lyseni,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1,None,,,,10.0,1,0,0,0,1,0,0
794,1864,0,0,0.063,0.937,vardis egen,Ser,1,Valemen,249.0,298.0,,,,House Egen,,1,1,1,0,0,,,,,0,1,49.0,0,0,0,0.090301003,0,Arryn,298.0,1.0,40.0,34.0,1,0,1,0,0,0,0
795,1866,1,1,0.537,0.46299999999999997,vyman,Maester,0,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1,Tully,,,,55.0,1,0,0,1,1,1,0
796,1867,1,0,0.478,0.522,orton merryweather,Longtable,1,Reachmen,,,,,,House Merryweather,Taena of Myr,0,0,1,1,1,,,,1.0,1,1,,0,0,1,0.37458194,1,Lannister,,,,11.0,1,1,0,0,1,1,0
797,1868,0,1,0.532,0.46799999999999997,jeor mormont,Bear Island,1,Northmen,230.0,299.0,,,,House Mormont,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,0.618729097,0,Night's Watch,299.0,3.0,33.0,48.0,1,1,1,1,1,0,0
798,1871,1,1,0.759,0.24100000000000002,mors umber,Castellan,1,Northmen,235.0,,,,,House Umber,,0,1,1,1,1,,,,,0,1,70.0,0,0,0,0.147157191,1,Stark,,,,21.0,1,1,0,1,0,0,0
799,1872,0,1,0.66,0.34,rhaegar frey,,1,,269.0,300.0,,,,House Frey,Jeyne Beesbury,0,1,1,1,1,,,,1.0,1,0,31.0,0,0,0,0.133779264,0,None,300.0,5.0,29.0,19.0,1,1,0,0,0,0,1
800,1873,1,0,0.276,0.7240000000000001,parmen crane,Ser,1,,,,,,,House Crane,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,1,Baratheon,,,,22.0,1,1,0,1,0,0,0
801,1874,1,1,0.6559999999999999,0.344,qyburn,Master of whisperers,1,,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0,1,0.535117057,1,Lannister,,,,64.0,1,0,0,1,1,1,1
802,1875,0,0,0.299,0.701,weese,,1,,,299.0,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.040133779,0,Lannister,299.0,2.0,38.0,26.0,1,0,0,1,0,0,0
803,1876,1,1,0.973,0.027000000000000003,qarl the maid,,1,Ironborn,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.066889632,1,Greyjoy,,,,42.0,1,0,0,1,0,1,1
804,1877,1,0,0.23600000000000002,0.764,rickon stark,Prince of WinterfellHeir to Winterfell,1,Northmen,295.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,10.0,8,1,1,0.551839465,1,House Stark,,,,7.0,1,1,1,1,0,0,0
805,1878,1,0,0.446,0.5539999999999999,roslin frey,,1,Rivermen,282.0,,,,,House Frey,Edmure Tully,0,1,1,1,1,,,,1.0,1,0,23.0,6,1,0,0.21739130399999998,1,None,,,,35.0,0,1,0,0,1,0,0
806,1879,0,0,0.452,0.5479999999999999,robar royce,Ser,1,Valemen,277.0,299.0,,,,House Royce,,1,1,1,1,0,,,,,0,1,22.0,1,1,0,0.096989967,0,Baratheon,299.0,2.0,6.0,29.0,1,1,1,1,1,0,0
807,1880,1,1,0.552,0.44799999999999995,robett glover,,1,Northmen,,,,,,House Glover,Sybelle Glover,1,1,1,1,1,,,,1.0,1,0,,0,0,0,0.16722408,1,Stark,,,,53.0,1,1,1,1,0,0,1
808,1882,0,0,0.493,0.507,ryman frey,Ser,1,,246.0,300.0,,,,House Frey,,0,1,1,1,1,,,,,0,1,54.0,0,0,0,0.21739130399999998,0,None,300.0,4.0,44.0,14.0,1,1,0,0,1,1,0
809,1883,1,1,0.752,0.248,quaithe,,0,Asshai'i,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.127090301,1,None,,,,12.0,0,1,0,1,1,0,1
810,1884,1,0,0.29600000000000004,0.7040000000000001,rolly duckfield,Ser,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,1,,0,0,0,0.086956522,1,Targaryen,,,,8.0,1,0,0,0,0,0,1
811,1886,1,1,0.765,0.235,taena of myr,,0,Myrish,276.0,,,,,House Merryweather,Orton Merryweather,0,0,1,1,1,,,,1.0,1,0,29.0,0,0,0,0.113712375,1,Lannister,,,,6.0,0,1,0,0,1,1,0
812,1887,0,0,0.078,0.922,pyg,,0,,,300.0,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.046822742,0,None,300.0,4.0,20.0,20.0,1,0,0,0,1,1,0
813,1888,1,1,0.736,0.264,stonesnake,,1,,250.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,55.0,0,0,0,0.056856187,1,Night's Watch,,,,43.0,1,0,0,1,0,0,0
814,1889,1,0,0.15,0.85,tycho nestoris,,1,Braavosi,,,,,,Iron Bank of Braavos,,0,0,0,0,1,,,,,0,0,,0,0,0,0.086956522,1,None,,,,44.0,1,0,0,0,0,0,1
815,1892,1,1,0.9540000000000001,0.046,tom of sevenstreams,,1,,240.0,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,65.0,0,0,0,0.153846154,1,None,,,,13.0,1,0,0,0,1,1,0
816,1893,1,1,0.818,0.182,shyra errol,Haystack Hall,0,,,,,,,House Errol,,0,1,0,0,0,,,,,0,1,,0,0,0,0.013377926000000002,1,Baratheon,300.0,4.0,,42.0,0,1,0,1,0,0,0
817,1894,1,1,0.9670000000000001,0.033,steelskin,,1,Ghiscari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.016722408,1,None,,,,11.0,1,0,0,0,0,0,1
818,1895,1,1,0.978,0.022000000000000002,val,,0,Free folk,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227,1,Wildling,,,,7.0,0,0,0,0,1,0,1
819,1896,1,0,0.315,0.685,satin,,1,,280.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,25.0,0,0,0,0.10367893,1,Night's Watch,,,,6.0,1,0,0,1,1,0,1
820,1897,1,0,0.447,0.5529999999999999,xaro xhoan daxos,,1,Qartheen,,,,,,Thirteen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.244147157,1,None,,,,12.0,1,1,0,1,0,0,1
821,1899,1,0,0.46299999999999997,0.537,arianne martell,Princess,0,Dornishmen,276.0,,,,,House Martell,,1,1,1,1,1,,,,,0,1,29.0,0,0,1,0.571906355,1,House Martell,,,,2.0,0,1,0,0,0,1,1
822,1900,1,1,0.649,0.35100000000000003,damon dance-for-me,,1,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.033444816,1,None,,,,12.0,1,0,0,0,0,0,1
823,1904,1,1,0.9390000000000001,0.061,dunstan drumm,Old Wyk,1,Ironborn,212.0,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,93.0,0,0,0,0.076923077,1,Greyjoy,,,,19.0,1,1,0,0,0,1,0
824,1905,1,0,0.493,0.507,daemon sand,Ser,1,Dornish,,,,,,House Allyrion,,0,0,1,1,1,,,,,0,1,,0,0,0,0.073578595,1,Martell,,,,38.0,1,0,0,0,1,0,1
825,1907,1,0,0.196,0.804,lysono maar,,1,Lyseni,,,,,,Golden Company,,0,0,0,0,1,,,,,0,0,,0,0,0,0.02006689,1,None,,,,24.0,1,0,0,0,0,0,1
826,1908,0,0,0.295,0.705,mycah,,1,Westeros,285.0,298.0,,,,,,1,1,1,0,0,,,,,0,0,13.0,0,0,0,0.10367893,0,Stark,298.0,1.0,16.0,15.0,1,0,1,0,0,0,0
827,1909,1,0,0.45799999999999996,0.542,joyeuse erenford,the Crossing,1,,282.0,,,,,House Erenford,Walder Frey,1,1,1,1,1,,,,1.0,1,1,23.0,0,0,0,0.043478261,1,None,,,,28.0,0,1,1,0,1,0,0
828,1911,1,1,0.825,0.175,tyene sand,,0,Dornish,276.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,29.0,1,1,0,0.137123746,1,House Martell,,,,38.0,0,1,0,0,0,1,1
829,1912,0,1,0.583,0.41700000000000004,waymar royce,Ser,1,Valemen,278.0,297.0,,,,House Royce,,1,1,1,1,0,,,,,0,1,19.0,1,1,0,0.123745819,0,Night's Watch,297.0,1.0,0.0,0.0,1,1,1,0,0,0,0
830,1913,0,0,0.002,0.998,stiv,,0,Wildlings,,298.0,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.033444816,0,Wildling,298.0,1.0,37.0,37.0,1,0,1,0,0,0,0
831,1915,1,0,0.131,0.8690000000000001,chataya,,0,Summer Isles,,,,,,Chataya's brothel,,1,1,1,0,0,,,,,0,0,,0,0,0,0.073578595,1,None,,,,15.0,0,0,0,1,0,0,0
832,1918,1,1,0.759,0.24100000000000002,sarella sand,,0,Dornishmen,280.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,25.0,1,1,0,0.10367893,1,House Martell,,,,2.0,0,0,0,0,0,1,0
833,1920,0,0,0.035,0.965,drogo,Khal,0,Dothraki,267.0,298299.0,,,,,Daenerys Targaryen,1,1,1,0,1,,,,1.0,1,0,32.0,5,1,1,0.558528428,0,Targaryen,298.0,1.0,64.0,3.0,1,1,1,0,0,0,0
834,1921,1,0,0.138,0.862,dunsen,,1,,,,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0,0,0.040133779,1,None,,,,26.0,1,0,0,1,0,0,0
835,1922,0,0,0.115,0.885,barra,,1,,298.0,299.0,,,,House Baratheon,,1,1,0,0,1,,,,,0,0,1.0,1,1,0,0.107023411,0,None,299.0,2.0,39.0,35.0,0,0,1,0,0,0,0
836,1924,1,1,0.57,0.43,desmond grell,Ser,0,,237.0,,,,,House Grell,,1,1,1,1,0,,,,,0,1,68.0,0,0,0,0.076923077,1,Tully,,,,7.0,1,1,0,1,1,1,0
837,1925,1,0,0.353,0.647,devan seaworth,,1,,287.0,,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,18.0,0,0,0,0.093645485,1,Baratheon,,,,10.0,1,1,0,1,1,0,1
838,1926,1,0,0.226,0.774,gendry,Ser,1,,284.0,,,,,brotherhood without banners,,1,1,1,1,0,,,,,0,1,21.0,2,1,1,0.43812709,1,None,,,,27.0,1,0,1,1,1,1,0
839,1927,1,1,0.9640000000000001,0.036000000000000004,gran goodbrother,,1,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1,Greyjoy,,,,1.0,1,1,0,0,0,1,0
840,1928,1,0,0.46799999999999997,0.532,loras tyrell,Ser,1,The Reach,282.0,,,,,House Tyrell,,1,1,1,1,1,,,,,0,1,23.0,2,1,1,0.665551839,1,Tyrell,,,,18.0,1,1,1,1,1,1,0
841,1929,1,1,0.9179999999999999,0.08199999999999999,ricasso,Sunspear,0,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.070234114,1,House Martell,,,,2.0,1,0,0,0,0,1,1
842,1930,0,0,0.19899999999999998,0.8009999999999999,stalwart shield,,0,,,300.0,,,,Unsullied,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0,Targaryen,300.0,5.0,2.0,2.0,1,0,0,0,0,0,1
843,1931,1,0,0.146,0.8540000000000001,yohn royce,Runestone,1,Valemen,,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,2,1,0,0.17056856199999998,1,Arryn,,,,29.0,1,1,1,0,0,1,0
844,1932,1,0,0.284,0.716,yandry,,1,,,,,,,House Targaryen,Ysilla,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.050167224,1,House Targaryen,,,,8.0,1,0,0,0,0,0,1
845,1936,1,1,0.93,0.07,gormond goodbrother,,1,Ironborn,282.0,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,23.0,0,0,0,0.040133779,1,Greyjoy,,,,1.0,1,1,0,0,0,1,0
846,1937,1,1,0.847,0.153,walder rivers,Ser,1,Rivermen,,,,,,House Frey,Charlton,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.080267559,1,None,,,,35.0,1,1,0,0,1,1,0
847,1938,0,0,0.155,0.845,symon silver tongue,,1,,,299.0,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.046822742,0,Lannister,299.0,3.0,32.0,44.0,1,0,0,1,1,0,0
848,1939,1,0,0.201,0.799,moqorro,Slave of R'hllor,1,,,,,,,R'hllor,,0,0,0,0,1,,,,,0,1,,0,0,0,0.123745819,1,Greyjoy,,,,33.0,1,0,0,0,0,0,1
849,1942,0,1,0.8029999999999999,0.19699999999999998,luwin,,1,Westeros,,299.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,1,0.351170569,0,House Stark,299.0,2.0,69.0,14.0,1,0,1,1,0,0,0
850,1943,0,1,0.987,0.013000000000000001,reek,,1,,,299.0,,,,House Bolton,,0,1,0,1,1,,,,,0,0,,0,0,0,0.096989967,0,None,299.0,2.0,35.0,16.0,1,0,0,1,0,0,0
851,1945,1,1,0.637,0.363,coldhands,,1,,,,,,,Three-eyed crow,,0,0,1,1,1,,,,,0,0,,0,0,0,0.130434783,1,None,,,,46.0,1,0,0,0,1,0,1
